Domain,Have_IP,Lengthy_URL,Domain_http,TinyURL,Prefix/Suffix,Label,@,?,-,=,.,#,%,+,$,!,*,",",//
telegraf.com.ua,0,1,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,1
censor.net.ua,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
distractify.com,0,1,0,0,0,0,0,0,14,0,1,0,0,0,0,0,0,0,1
qz.com,0,1,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,1
variety.com,0,1,0,0,0,0,0,0,25,0,1,0,0,0,0,0,0,0,1
nymag.com,0,1,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1
putlocker.is,0,1,0,0,0,0,0,0,13,0,2,0,0,0,0,0,0,0,1
icicibank.com,0,1,0,0,0,0,0,1,6,1,2,0,0,0,0,0,0,0,1
indianexpress.com,0,1,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,1
xhamster.com,0,1,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,1
distractify.com,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
motthegioi.vn,0,1,0,0,0,0,0,0,25,0,2,0,0,0,0,0,0,0,1
techcrunch.com,0,1,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,1
slickdeals.net,0,1,0,0,0,0,0,1,16,1,1,0,0,0,0,0,0,0,1
otomoto.pl,0,1,0,0,0,0,0,1,3,1,1,0,4,0,0,0,0,0,1
perezhilton.com,0,1,0,0,0,0,0,1,13,1,1,0,0,0,0,0,0,0,1
web.de,0,1,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,1
censor.net.ua,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
xhamster.com,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
grantland.com,0,1,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,1
hdfcbank.com,0,1,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,1
wikiwiki.jp,0,1,0,0,0,0,0,1,0,0,1,0,21,0,0,0,0,0,1
web.de,0,1,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,1
twitter.com,0,1,0,0,0,0,0,1,1,1,2,0,65,5,0,0,0,0,1
olx.pl,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1
torcache.net,0,1,0,0,0,0,0,1,0,1,8,0,0,0,0,0,0,0,1
otomoto.pl,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1
bleacherreport.com,0,1,0,1,0,0,0,0,12,0,1,0,0,0,0,0,0,0,1
interpark.com,0,1,0,0,0,0,0,1,0,5,2,0,0,0,0,0,0,0,1
torcache.net,0,1,0,0,0,0,0,1,0,1,10,0,0,0,0,0,0,0,1
thenextweb.com,0,1,0,0,0,0,0,0,14,0,2,0,0,0,0,0,0,0,1
kickass.to,0,1,0,0,0,0,0,0,13,0,2,0,0,0,0,0,0,0,1
torcache.net,0,1,0,0,0,0,0,1,0,1,7,0,0,0,0,0,0,0,1
emgn.com,0,1,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,1
hdfcbank.com,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1
searchengineland.com,0,1,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,1
correios.com.br,0,1,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,1
extratorrent.cc,0,1,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,1
motthegioi.vn,0,1,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,1
caixa.gov.br,0,1,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,1
digg.com,0,1,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,1
allegro.pl,0,1,0,0,0,0,0,1,8,4,2,0,2,0,0,0,0,0,1
fazenda.gov.br,0,1,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,1
bdnews24.com,0,1,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,1
nesn.com,0,1,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,1
tobogo.net,0,1,0,0,0,0,0,1,0,9,2,0,0,0,0,0,0,0,1
slashdot.org,0,1,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,1
bigcinema.tv,0,1,0,0,0,0,0,0,0,0,1,0,24,0,0,0,0,0,1
web.de,0,1,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,1
indianexpress.com,0,1,0,0,0,0,0,0,15,0,1,0,0,0,0,0,0,0,1
nymag.com,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1
distractify.com,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
otomoto.pl,0,1,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,1
torrentdn.com,0,1,0,0,0,0,0,1,0,4,2,0,6,0,0,0,0,0,1
mic.com,0,1,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,1
momoshop.com.tw,0,1,0,0,0,0,0,1,1,5,3,0,0,0,0,0,0,0,1
olx.co.id,0,1,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1
buzzfil.net,0,1,0,0,0,0,0,1,20,1,2,0,0,0,0,0,0,0,1
sourceforge.net,0,1,0,0,0,0,0,1,0,2,1,0,2,4,0,0,0,0,1
otomoto.pl,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1
babal.net,0,1,0,0,0,0,0,0,4,0,1,0,44,0,0,0,0,0,1
doodle.com,0,1,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,1
babal.net,0,1,0,0,0,0,0,0,7,0,1,0,70,0,0,0,0,0,1
jalopnik.com,0,1,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,1
correios.com.br,0,1,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,1
codecanyon.net,0,1,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1
olx.co.id,0,1,0,1,0,0,0,1,2,4,2,0,2,0,0,0,0,0,1
ecnavi.jp,0,1,0,0,0,0,0,2,1,4,4,0,2,0,0,0,0,0,2
torcache.net,0,1,0,0,0,0,0,1,0,1,12,0,2,0,0,0,0,0,1
udn.com,0,1,0,0,0,0,0,0,2,0,1,0,33,0,0,0,0,0,1
mylust.com,0,1,0,1,0,0,0,0,12,0,1,0,0,0,0,0,0,0,1
olx.ro,0,1,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,1
censor.net.ua,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
indianexpress.com,0,1,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,1
techcrunch.com,0,1,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,1
wikimapia.org,0,1,0,0,0,0,0,0,2,0,1,0,26,0,0,0,0,0,1
tobogo.net,0,1,0,0,0,0,0,1,0,9,2,0,0,0,0,0,0,0,1
perezhilton.com,0,1,0,0,0,0,0,1,12,1,1,0,0,0,0,0,0,0,1
aljazeera.net,0,1,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,1
tobogo.net,0,1,0,0,0,0,0,1,0,9,2,0,0,0,0,0,0,0,1
themeforest.net,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1
themeforest.net,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1
nesn.com,0,1,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,1
pikabu.ru,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
searchengineland.com,0,1,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,1
interpark.com,0,1,0,0,0,0,0,1,0,6,5,0,0,0,0,0,0,0,1
depositphotos.com,0,1,0,0,0,0,0,1,6,1,3,0,2,0,0,0,0,0,1
espn.go.com,0,1,0,0,0,0,0,0,12,0,2,0,0,0,0,0,0,0,1
nesn.com,0,1,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,1
deadspin.com,0,1,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,1
extratorrent.cc,0,1,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,1
kienthuc.net.vn,0,1,0,0,0,0,0,0,17,0,3,0,0,0,0,0,0,0,1
tune.pk,0,1,0,0,0,0,0,0,9,0,1,0,6,0,0,0,0,0,1
couchtuner.eu.com,0,1,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,1
atwiki.jp,0,1,0,0,0,0,0,0,0,0,1,0,41,0,0,0,0,0,1
genius.com,0,1,0,0,0,0,0,0,19,0,1,0,0,0,0,0,0,0,1
nguyentandung.org,0,1,0,0,0,0,0,0,11,0,2,0,0,0,0,0,0,0,1
ecnavi.jp,0,1,0,0,0,0,0,1,2,1,3,0,2,0,0,0,0,0,2
tune.pk,0,1,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,1
thenextweb.com,0,1,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1
extratorrent.cc,0,1,0,0,0,0,0,0,1,0,8,0,2,1,0,0,0,0,1
jezebel.com,0,1,0,0,0,0,0,1,10,3,1,0,0,0,0,0,0,0,1
ap.org,0,1,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,1
cheezburger.com,0,1,0,0,0,0,0,1,8,2,1,0,0,0,0,0,0,0,1
qz.com,0,1,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,1
genius.com,0,1,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,1
tinnhanh360.net,0,1,0,0,0,0,0,0,11,0,2,0,0,0,0,0,0,0,1
interpark.com,0,1,0,0,0,0,0,1,0,6,5,0,0,0,0,0,0,0,1
io9.com,0,1,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,1
gtbank.com,0,1,0,0,0,0,0,0,22,0,1,0,0,0,0,0,0,0,1
olx.co.id,0,1,0,1,0,0,0,1,1,3,2,0,2,0,0,0,0,0,1
sourceforge.net,0,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1
allrecipes.com,0,1,0,0,0,0,0,1,3,1,2,0,0,0,0,0,0,0,1
rt.com,0,1,0,1,0,0,0,0,7,0,1,0,0,0,0,0,0,0,1
icicibank.com,0,1,0,0,0,0,0,1,6,1,2,0,0,0,0,0,0,0,1
extratorrent.cc,0,1,0,0,0,0,0,0,2,0,2,0,5,12,0,0,0,0,1
tunein.com,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1
atwiki.jp,0,1,0,0,0,0,0,0,0,0,1,0,51,0,0,0,0,0,1
wikiwiki.jp,0,1,0,0,0,0,0,1,0,0,1,0,48,0,0,0,0,0,1
maybank2u.com.my,0,1,0,0,0,0,0,1,1,4,3,0,0,0,0,0,0,0,1
techcrunch.com,0,1,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,1
mic.com,0,1,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,1
getpocket.com,0,1,0,1,0,0,0,1,1,3,2,0,0,0,0,0,0,0,2
extratorrent.cc,0,1,0,0,0,0,0,0,1,0,4,0,5,5,0,0,0,0,1
iconosquare.com,0,1,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,1
twitter.com,0,1,0,0,0,0,0,1,1,1,2,0,59,5,0,0,0,0,1
censor.net.ua,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
tinnhanh360.net,0,1,0,0,0,0,0,0,13,0,2,0,0,0,0,0,0,0,1
kenh14.vn,0,1,0,0,0,0,0,0,20,0,2,0,0,0,0,0,0,0,1
indianexpress.com,0,1,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,1
motthegioi.vn,0,1,0,0,0,0,0,0,15,0,2,0,0,0,0,0,0,0,1
dantri.com.vn,0,1,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,1
udn.com,0,1,0,0,0,0,0,0,2,0,1,0,36,0,0,0,0,0,1
thenextweb.com,0,1,0,0,0,0,0,0,10,0,2,0,0,0,0,0,0,0,1
twitter.com,0,1,0,0,0,0,0,1,7,2,2,0,5,6,0,0,0,0,1
thenextweb.com,0,1,0,0,0,0,0,0,14,0,2,0,0,0,0,0,0,0,1
torcache.net,0,1,0,0,0,0,0,1,0,1,10,0,0,0,0,0,0,0,1
uproxx.com,0,1,0,1,0,0,0,0,15,0,1,0,0,0,0,0,0,0,1
elcomercio.pe,0,1,0,0,0,0,0,1,9,2,1,0,0,0,0,0,0,0,1
elitedaily.com,0,1,0,0,0,0,0,1,2,1,6,0,0,0,0,0,0,0,1
500px.com,0,1,0,1,0,0,0,1,5,2,1,0,0,0,0,3,0,0,1
momoshop.com.tw,0,1,0,0,0,0,0,1,1,5,3,0,0,0,0,0,0,0,1
allegro.pl,0,1,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,1
nguyentandung.org,0,1,0,0,0,0,0,0,12,0,2,0,0,0,0,0,0,0,1
udn.com,0,1,0,0,0,0,0,0,4,0,1,0,36,0,0,0,0,0,1
ap.org,0,1,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,1
ringring.vn,0,1,0,0,0,0,0,0,15,0,2,0,0,0,0,0,0,0,1
twitter.com,0,1,0,0,0,0,0,1,1,1,2,0,59,5,0,0,0,0,1
thenextweb.com,0,1,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,1
mic.com,0,1,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,1
mentalfloss.com,0,1,0,0,0,0,0,0,6,0,1,0,3,0,0,0,0,0,1
mic.com,0,1,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,1
gov.uk,0,1,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,1
medium.com,0,1,0,0,0,0,0,1,12,1,1,0,0,0,0,0,0,0,1
seesaawiki.jp,0,1,0,0,0,0,0,0,0,0,1,0,32,0,0,0,0,0,1
ecnavi.jp,0,1,0,0,0,0,0,1,2,1,3,0,2,0,0,0,0,0,2
interpark.com,0,1,0,0,0,0,0,1,0,5,2,0,0,0,0,0,0,0,1
sourceforge.net,0,1,0,0,0,0,0,1,1,2,1,0,7,11,0,0,0,0,1
stackoverflow.com,0,1,0,0,0,0,0,0,14,0,1,0,0,0,0,0,0,0,1
mylust.com,0,1,0,1,0,0,0,0,13,0,1,0,0,0,0,0,0,0,1
depositphotos.com,0,1,0,0,0,0,0,1,4,1,3,0,2,0,0,0,0,0,1
torcache.net,0,1,0,0,0,0,0,1,0,1,11,0,0,0,0,0,0,0,1
diply.com,0,1,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,1
fazenda.gov.br,0,1,0,0,0,0,0,1,9,1,2,0,0,0,0,0,0,0,1
elcomercio.pe,0,1,0,0,0,0,0,1,10,3,1,0,0,0,0,0,0,0,1
correios.com.br,0,1,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,1
telegraf.com.ua,0,1,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,1
digg.com,0,1,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,1
torcache.net,0,1,0,0,0,0,0,1,0,1,12,0,0,0,0,0,0,0,1
mylust.com,0,1,0,1,0,0,0,0,9,0,1,0,0,0,0,0,0,0,1
thenextweb.com,0,1,0,0,0,0,0,0,15,0,2,0,0,0,0,0,0,0,1
udn.com,0,1,0,0,0,0,0,0,2,0,1,0,33,0,0,0,0,0,1
nesn.com,0,1,0,0,0,0,0,0,14,0,1,0,0,0,0,0,0,0,1
mylust.com,0,1,0,1,0,0,0,0,7,0,1,0,0,0,0,0,0,0,1
extratorrent.cc,0,1,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,1
zozo.jp,0,1,0,0,0,0,0,1,0,8,1,0,0,0,0,0,0,0,1
olx.ua,0,1,0,0,0,0,0,0,1,0,2,0,20,0,0,0,0,0,1
cheezburger.com,0,1,0,0,0,0,0,1,8,2,1,0,0,0,0,0,0,0,1
nhs.uk,0,1,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,1
jalopnik.com,0,1,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,1
kakaku.com,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1
tunein.com,0,1,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,1
allegro.pl,0,1,0,0,0,0,0,1,8,4,2,0,2,0,0,0,0,0,1
sourceforge.net,0,1,0,0,0,0,0,1,0,2,1,0,2,1,0,0,0,0,1
aljazeera.net,0,1,0,0,0,0,0,0,1,0,1,0,18,0,0,0,0,0,1
nguyentandung.org,0,1,0,0,0,0,0,0,11,0,2,0,0,0,0,0,0,0,1
superuser.com,0,1,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,1
nypost.com,0,1,0,1,0,0,0,0,9,0,1,0,0,0,0,0,0,0,1
hubpages.com,0,1,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,1
correios.com.br,0,1,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,1
persianblog.ir,0,1,0,0,0,0,0,0,0,0,1,0,18,0,0,0,0,0,1
venturebeat.com,0,1,0,1,0,0,0,0,8,0,1,0,0,0,0,0,0,0,1
europa.eu,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1
extratorrent.cc,0,1,0,0,0,0,0,0,2,0,2,0,2,10,0,0,0,0,1
ink361.com,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1
variety.com,0,1,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,1
emgn.com,0,1,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,1
gov.uk,0,1,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,1
udn.com,0,1,0,0,0,0,0,0,2,0,1,0,21,0,0,0,0,0,1
gizmodo.com,0,1,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,1
hollywoodlife.com,0,1,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,1
emgn.com,0,1,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,1
deadspin.com,0,1,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,1
plarium.com,0,1,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,1
olx.pl,0,1,0,0,0,0,0,1,0,2,1,0,8,0,0,0,0,0,1
techcrunch.com,0,1,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,1
esporte.uol.com.br,0,1,0,0,0,0,0,0,13,0,4,0,0,0,0,0,0,0,1
motthegioi.vn,0,1,0,0,0,0,0,0,16,0,2,0,0,0,0,0,0,0,1
ifttt.com,0,1,0,1,0,0,0,0,13,0,1,0,0,0,0,0,0,0,1
abcnews.go.com,0,1,0,0,0,0,0,1,7,1,2,0,0,0,0,0,0,0,1
olx.ua,0,1,0,0,0,0,0,0,3,0,1,0,20,0,0,0,0,0,1
nypost.com,0,1,0,1,0,0,0,0,11,0,1,0,0,0,0,0,0,0,1
olx.co.id,0,1,0,1,0,0,0,0,6,0,2,0,0,0,0,0,0,0,1
xvideo-jp.com,0,1,0,0,1,0,0,0,2,0,1,0,48,0,0,0,0,0,1
venturebeat.com,0,1,0,1,0,0,0,0,10,0,1,0,0,0,0,0,0,0,1
stackoverflow.com,0,1,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,1
medium.com,0,1,0,0,0,0,1,1,5,1,1,0,0,0,0,0,0,0,1
medium.com,0,1,0,0,0,0,1,1,19,1,1,0,0,0,0,0,0,0,1
gizmodo.com,0,1,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,1
bdnews24.com,0,1,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,1
extratorrent.cc,0,1,0,0,0,0,0,0,0,0,2,0,3,6,0,0,0,0,1
correios.com.br,0,1,0,0,0,0,0,0,10,0,2,0,0,0,0,0,0,0,1
mic.com,0,1,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,1
kienthuc.net.vn,0,1,0,0,0,0,0,0,14,0,3,0,0,0,0,0,0,0,1
otomoto.pl,0,1,0,0,0,0,0,0,22,0,2,0,0,0,0,0,0,0,1
sfglobe.com,0,1,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,1
graphicriver.net,0,1,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,1
telegraf.com.ua,0,1,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,1
ap.org,0,1,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,1
myspace.com,0,1,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,1
atwiki.jp,0,1,0,0,0,0,0,0,0,0,1,0,28,0,0,0,0,0,1
torcache.net,0,1,0,0,0,0,0,1,0,1,10,0,0,0,0,0,0,0,1
depositphotos.com,0,1,0,0,0,0,0,1,0,12,2,0,0,0,0,0,0,0,1
correios.com.br,0,1,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,1
mediaset.it,0,1,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,1
twitter.com,0,1,0,0,0,0,0,1,1,1,2,0,83,5,0,0,0,0,1
extratorrent.cc,0,1,0,0,0,0,0,0,1,0,3,0,2,8,0,0,0,0,1
metro.co.uk,0,1,0,0,0,0,0,0,12,0,2,0,0,0,0,0,0,0,1
getpocket.com,0,1,0,1,0,0,0,0,9,0,1,0,0,0,0,0,0,0,1
wikimapia.org,0,1,0,0,0,0,0,0,1,0,1,0,34,0,0,0,0,0,1
distractify.com,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
tinnhanh360.net,0,1,0,0,0,0,0,0,11,0,2,0,6,0,0,0,0,0,1
hubpages.com,0,1,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,1
thenextweb.com,0,1,0,0,0,0,0,0,11,0,2,0,0,0,0,0,0,0,1
web.tv,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
askubuntu.com,0,1,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,1
olx.in,0,1,0,0,0,0,0,0,12,0,2,0,0,0,0,0,0,0,1
bdnews24.com,0,1,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,1
kenh14.vn,0,1,0,0,0,0,0,0,11,0,2,0,0,0,0,0,0,0,1
emgn.com,0,1,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,1
patch.com,0,1,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,1
udn.com,0,1,0,0,0,0,0,0,2,0,1,0,27,0,0,0,0,0,1
buzzfil.net,0,1,0,0,0,0,0,1,18,1,2,0,0,0,0,0,0,0,1
olx.co.id,0,1,0,1,0,0,0,1,2,4,2,0,2,0,0,0,0,0,1
seekingalpha.com,0,1,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,1
searchengineland.com,0,1,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,1
tunein.com,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1
olx.ua,0,1,0,0,0,0,0,1,1,1,1,0,18,0,0,0,0,0,1
evernote.com,0,1,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,1
otomoto.pl,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1
plarium.com,0,1,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,1
thenextweb.com,0,1,0,0,0,0,0,0,12,0,2,0,0,0,0,0,0,0,1
fishki.net,0,1,0,0,0,0,0,1,6,1,2,0,0,0,0,0,0,0,1
jezebel.com,0,1,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,1
superuser.com,0,1,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,1
kenh14.vn,0,1,0,0,0,0,0,0,11,0,2,0,0,0,0,0,0,0,1
torcache.net,0,1,0,0,0,0,0,1,0,1,8,0,0,0,0,0,0,0,1
otomoto.pl,0,1,0,0,0,0,0,0,10,0,2,0,0,0,0,0,0,0,1
thenextweb.com,0,1,0,0,0,0,0,0,15,0,2,0,0,0,0,0,0,0,1
slashdot.org,0,1,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,1
seekingalpha.com,0,1,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,1
perezhilton.com,0,1,0,0,0,0,0,1,11,2,1,0,0,0,0,0,0,0,1
kienthuc.net.vn,0,1,0,0,0,0,0,0,15,0,3,0,0,0,0,0,0,0,1
kienthuc.net.vn,0,1,0,0,0,0,0,0,14,0,3,0,0,0,0,0,0,0,1
codecanyon.net,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1
deadspin.com,0,1,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,1
jezebel.com,0,1,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,1
interpark.com,0,1,0,0,0,0,0,1,0,6,5,0,0,0,0,0,0,0,1
putlocker.is,0,1,0,0,0,0,0,0,10,0,2,0,0,0,0,0,0,0,1
themeforest.net,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1
jalopnik.com,0,1,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,1
mylust.com,0,1,0,1,0,0,0,0,9,0,1,0,0,0,0,0,0,0,1
getpocket.com,0,1,0,1,0,0,0,1,1,3,2,0,0,0,0,0,0,0,2
twitter.com,0,1,0,0,0,0,0,1,6,2,2,0,5,6,0,0,0,0,1
fanpage.gr,0,1,0,0,0,0,0,0,7,0,1,0,64,0,0,0,0,0,1
seasonvar.ru,0,1,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,1
kenh14.vn,0,1,0,0,0,0,0,0,10,0,2,0,0,0,0,0,0,0,1
hollywoodlife.com,0,1,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,1
steamcommunity.com,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2
buzzfil.net,0,1,0,0,0,0,0,1,12,1,2,0,0,0,0,0,0,0,1
searchengineland.com,0,1,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,1
plarium.com,0,1,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,1
extratorrent.cc,0,1,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,1
atwiki.jp,0,1,0,0,0,0,0,0,0,0,1,0,43,0,0,0,0,0,1
allegro.pl,0,1,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,1
syosetu.com,0,1,0,0,0,0,0,1,0,6,2,0,3,0,0,0,0,0,1
babal.net,0,1,0,0,0,0,0,0,5,0,1,0,62,0,0,0,0,0,1
sfglobe.com,0,1,0,0,0,0,0,1,7,1,1,0,0,0,0,0,0,0,1
nguyentandung.org,0,1,0,0,0,0,0,0,13,0,2,0,0,0,0,0,0,0,1
torcache.net,0,1,0,0,0,0,0,1,0,1,11,0,0,0,0,0,0,0,1
askubuntu.com,0,1,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,1
nymag.com,0,1,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,1
pornsharing.com,0,1,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,1
codecanyon.net,0,1,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,1
getpocket.com,0,1,0,1,0,0,0,1,1,3,2,0,0,0,0,0,0,0,2
io9.com,0,1,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,1
superuser.com,0,1,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,1
